Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF1040207,RDF10402,Organometallic chemistry,This subclass comprises research and experimental development in organometallic chemistry.
4,Subclass (Field),RDF1040208,RDF10402,Inorganic materials,This subclass comprises research and experimental development in inorganic materials.
4,Subclass (Field),RDF1040209,RDF10402,Coordination chemistry,This subclass comprises research and experimental development in coordination chemistry.
4,Subclass (Field),RDF1040210,RDF10402,Supramolecular inorganic chemistry,This subclass comprises research and experimental development in supramolecular inorganic chemistry.
4,Subclass (Field),RDF1040211,RDF10402,Physical inorganic chemistry,This subclass comprises research and experimental development in physical inorganic chemistry.
4,Subclass (Field),RDF1040212,RDF10402,Metal-mediated catalysis,This subclass comprises research and experimental development in metal-mediated catalysis.
4,Subclass (Field),RDF1040213,RDF10402,Inorganic catalysis and reaction mechanisms,This subclass comprises research and experimental development in inorganic catalysis and reaction mechanisms.
4,Subclass (Field),RDF1040214,RDF10402,Inorganic photochemistry,This subclass comprises research and experimental development in inorganic photochemistry.
4,Subclass (Field),RDF1040215,RDF10402,Medicinal inorganic chemistry,This subclass comprises research and experimental development in medicinal inorganic chemistry.
4,Subclass (Field),RDF1040299,RDF10402,"Inorganic chemistry, n.e.c.","This subclass comprises research and experimental development in inorganic chemistry, n.e.c."
3,Class,RDF10403,RDF104,Organic chemistry,This class comprises research and experimental development in organic chemistry.
4,Subclass (Field),RDF1040301,RDF10403,Free radical chemistry,This subclass comprises research and experimental development in free radical chemistry.
4,Subclass (Field),RDF1040302,RDF10403,Natural products chemistry,This subclass comprises research and experimental development in natural products chemistry.
4,Subclass (Field),RDF1040303,RDF10403,Organic chemical synthesis,This subclass comprises research and experimental development in organic chemical synthesis.
4,Subclass (Field),RDF1040304,RDF10403,Organic green chemistry,This subclass comprises research and experimental development in organic green chemistry.
4,Subclass (Field),RDF1040305,RDF10403,Physical organic chemistry,This subclass comprises research and experimental development in physical organic chemistry.
4,Subclass (Field),RDF1040306,RDF10403,Combinatorial chemistry,This subclass comprises research and experimental development in combinatorial chemistry.
4,Subclass (Field),RDF1040307,RDF10403,Organic catalysis and mechanisms of reactions,This subclass comprises research and experimental development in organic catalysis and mechanisms of reactions.
4,Subclass (Field),RDF1040308,RDF10403,"Quality assurance, chemometrics, traceability and metrological chemistry","This subclass comprises research and experimental development in quality assurance, chemometrics, traceability and metrological chemistry."
4,Subclass (Field),RDF1040309,RDF10403,Organic photochemistry,This subclass comprises research and experimental development in organic photochemistry.
4,Subclass (Field),RDF1040310,RDF10403,Supramolecular organic chemistry,This subclass comprises research and experimental development in supramolecular organic chemistry.
4,Subclass (Field),RDF1040399,RDF10403,"Organic chemistry, n.e.c.","This subclass comprises research and experimental development in organic chemistry, n.e.c."
3,Class,RDF10404,RDF104,Macromolecular and materials chemistry,This class comprises research and experimental development in macromolecular and materials chemistry.
4,Subclass (Field),RDF1040401,RDF10404,Characterization of materials,This subclass comprises research and experimental development in characterization of materials.
4,Subclass (Field),RDF1040402,RDF10404,Nanochemistry,This subclass comprises research and experimental development in nanochemistry.
4,Subclass (Field),RDF1040403,RDF10404,Polymerization mechanisms,This subclass comprises research and experimental development in polymerization mechanisms.
4,Subclass (Field),RDF1040404,RDF10404,Synthesis of materials,This subclass comprises research and experimental development in synthesis of materials.
4,Subclass (Field),RDF1040405,RDF10404,Theory and design of materials,This subclass comprises research and experimental development in theory and design of materials.
4,Subclass (Field),RDF1040406,RDF10404,Functional materials in materials chemistry sciences,This subclass comprises research and experimental development in functional materials in materials chemistry sciences.
