doi,WG1,WG2,WG3,year,type,source_title,issn,publisher_name,publisher_crossref_member,countries,countries_corr,publisher_oa,other_platform_oa,publisher_license,repository_license
10.5194/HESS-19-2737-2015,FALSE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"RU,DE","RU,DE",oa_journal_doaj,accepted/published,cc_by,
10.5194/HESS-17-3295-2013,FALSE,TRUE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,AT",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-47-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,DE,US,FI",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-22-4311-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"JP,NL,SE,US","JP,NL,SE,US",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-133-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,US,US,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-4143-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,JP,US","AT,JP,US",oa_journal_doaj,accepted/published,cc_by,
10.5194/HESS-14-309-2010,FALSE,TRUE,FALSE,2010,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-20-3967-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AT,AT,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-2649-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,US","AT,US",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-1631-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,GB,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-823-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"BE,FR,DE,CH,SA,NL,US,IT","BE,FR,DE,CH,SA,NL,US,IT",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-20-1459-2016,TRUE,FALSE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,SE,US,DE,AU","NL,SE,US,DE,AU",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-19-1371-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CH,DE,SE","CH,DE,SE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-24-2921-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CN,AU","CN,AU",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-1593-2018,TRUE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,DE","AT,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-23-595-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FR,BO","FR,BO",oa_journal_doaj,accepted/published,cc_by,cc_other
10.5194/HESS-17-119-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,ES,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-3635-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,MZ",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-23-4583-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,IE","GB,IE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-4693-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CH,IT","CH,IT",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-5159-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,SE","NL,SE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-14-1863-2010,FALSE,TRUE,FALSE,2010,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,IT",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-21-589-2017,TRUE,FALSE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"IT,AU,NL,BE","IT,AU,NL,BE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-25-1711-2021,FALSE,FALSE,TRUE,2021,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,DE,JP",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-21-4517-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,US,GB",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-18-2657-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"GB,IT,CH",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-20-1869-2016,FALSE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,GB,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-20-1573-2016,TRUE,TRUE,FALSE,2016,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CA,CN","CA,CN",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-183-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CN,US","CN,US",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-8-973-2004,TRUE,FALSE,FALSE,2004,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,,oa_journal_doaj,submitted,cc_other,
10.5194/HESS-22-1735-2018,TRUE,FALSE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"CO,US","CO,US",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-22-6297-2018,FALSE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"NL,NP","NL,NP",oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-4039-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,AU",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-2393-2013,FALSE,FALSE,TRUE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,JP,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-3937-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,GB,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-2143-2017,FALSE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,BF,BJ","DE,BF,BJ",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-21-3879-2017,TRUE,TRUE,FALSE,2017,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"SA,US,BE,NL,AT,AU,CN",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-15-1675-2011,TRUE,FALSE,FALSE,2011,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,NL,IT,US",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-24-2303-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"US,BR,FR,PA,EC,AT,DE","US,BR,FR,PA,EC,AT,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-18-709-2014,TRUE,FALSE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,ES,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/HESS-19-771-2015,TRUE,TRUE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,SE,SE,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-18-2789-2014,TRUE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"IT,FR",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-24-4831-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,DE,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-24-1611-2020,TRUE,FALSE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,FR,,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-22-789-2018,TRUE,TRUE,FALSE,2018,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AT,JP,US","AT,JP,US",oa_journal_doaj,submitted,cc_by,
10.5194/HESS-23-5111-2019,TRUE,FALSE,FALSE,2019,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,ES,ES,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-25-3137-2021,FALSE,FALSE,TRUE,2021,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"FR,BR,CN",,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-19-4055-2015,TRUE,FALSE,FALSE,2015,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,AT,AT,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-17-2247-2013,TRUE,FALSE,FALSE,2013,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"DE,FR",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/HESS-18-2695-2014,FALSE,TRUE,FALSE,2014,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,DE,,oa_journal_doaj,submitted,cc_by,
10.5194/HESS-24-919-2020,TRUE,TRUE,FALSE,2020,journal-article,Hydrology and Earth System Sciences,1607-7938,Copernicus GmbH,3145,"AU,ES,DE,US",DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/NPG-23-375-2016,TRUE,FALSE,FALSE,2016,journal-article,Nonlinear Processes in Geophysics,1607-7946,Copernicus GmbH,3145,"CH,DE","CH,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/NPG-17-113-2010,TRUE,FALSE,FALSE,2010,journal-article,Nonlinear Processes in Geophysics,1607-7946,Copernicus GmbH,3145,"US,FR,RU",,oa_journal_doaj,submitted,cc_by,cc_by
10.5194/NPG-23-13-2016,TRUE,FALSE,FALSE,2016,journal-article,Nonlinear Processes in Geophysics,1607-7946,Copernicus GmbH,3145,BR,BR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/NPG-18-911-2011,TRUE,FALSE,FALSE,2011,journal-article,Nonlinear Processes in Geophysics,1607-7946,Copernicus GmbH,3145,BE,BE,oa_journal_doaj,,cc_by,
10.29219/FNR.V65.7686,FALSE,TRUE,FALSE,2021,journal-article,Food &amp; Nutrition Research,1654-661X,SNF Swedish Nutrition Foundation,11752,"NO,ZA",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD15100310,FALSE,TRUE,FALSE,2017,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"IT,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD18060301,FALSE,FALSE,TRUE,2020,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"ES,PL",ES,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD15030072,FALSE,TRUE,FALSE,2017,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"US,ES,AU,GB",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD12010088,FALSE,TRUE,FALSE,2013,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"US,VI",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD12084539,FALSE,TRUE,FALSE,2014,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"AU,BD",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD15020033,FALSE,TRUE,FALSE,2017,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"AU,NZ",AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/MD16010028,FALSE,TRUE,FALSE,2018,journal-article,Marine Drugs,1660-3397,MDPI AG,1968,"US,CA",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FNINS.2014.00150,FALSE,TRUE,FALSE,2014,journal-article,Frontiers in Neuroscience,1662-453X,Frontiers Media SA,1965,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FNBEH.2017.00249,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Behavioral Neuroscience,1662-5153,Frontiers Media SA,1965,NL,NL,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHAR.2018.00960,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Pharmacology,1663-9812,Frontiers Media SA,1965,"KR,NP,RS",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2018.00880,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,CN,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2019.00731,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,"PT,GB",PT,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2019.00840,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,ES,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2020.00225,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,"NL,DE",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2015.00372,FALSE,TRUE,FALSE,2016,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,"GB,QA,AU","GB,QA",oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPHYS.2012.00198,FALSE,TRUE,FALSE,2012,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,"BN,LK",BN,oa_journal_doaj,accepted/published,cc_by,cc_other
10.3389/FPHYS.2018.01164,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Physiology,1664-042X,Frontiers Media SA,1965,"CN,DE","CN,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYT.2020.00001,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Psychiatry,1664-0640,Frontiers Media SA,1965,US,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYT.2020.00074,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Psychiatry,1664-0640,Frontiers Media SA,1965,IT,IT,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2014.00917,FALSE,TRUE,FALSE,2014,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,IL,IL,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2015.01392,FALSE,FALSE,TRUE,2015,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,"CH,DE","CH,DE",oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2016.00092,FALSE,FALSE,TRUE,2016,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,"GB,CA",GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2015.00805,FALSE,FALSE,TRUE,2015,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,NL,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2019.00348,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,SE,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2019.00187,FALSE,TRUE,TRUE,2019,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,CN,CN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2015.00131,TRUE,FALSE,FALSE,2015,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,IL,IL,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2019.00293,FALSE,FALSE,TRUE,2019,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,"BE,RO,ES",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2016.00121,FALSE,FALSE,TRUE,2016,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,AU,AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2018.02274,FALSE,FALSE,TRUE,2018,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,AU,AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2019.00220,FALSE,FALSE,TRUE,2019,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,"SE,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPSYG.2019.00943,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Psychology,1664-1078,Frontiers Media SA,1965,DK,DK,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2017.00387,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,CN,CN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2018.02619,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"NZ,GB,US,SG",SG,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2017.00341,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"BR,AU",BR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2019.03155,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"CH,US,DK",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2018.00412,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,BR,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2015.00308,FALSE,TRUE,FALSE,2015,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"FR,VN,LA",FR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2017.01291,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"US,VE",US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2019.00494,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"ES,DK,SA,NO",ES,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FMICB.2019.00524,TRUE,FALSE,FALSE,2019,journal-article,Frontiers in Microbiology,1664-302X,Frontiers Media SA,1965,"GB,CZ",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2017.00352,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,CL,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2016.01153,FALSE,TRUE,FALSE,2016,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,IT,IT,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2020.00552,FALSE,FALSE,TRUE,2020,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"US,FR",,oa_journal_doaj,accepted/published,,cc_by
10.3389/FPLS.2020.00515,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,FR,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2018.00985,FALSE,FALSE,TRUE,2018,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,IN,IN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2020.555376,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"DE,IL,IT","DE,IL",oa_journal_doaj,accepted/published,cc_by,
10.3389/FPLS.2021.629962,FALSE,TRUE,FALSE,2021,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,GB,GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2015.01054,FALSE,TRUE,FALSE,2015,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"FR,BR,MA",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2015.00563,FALSE,TRUE,FALSE,2015,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"IN,AU,NG,GB,CN,US,BR,IT,DE,JP,PH,MY,SE,CO",IN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2020.601009,FALSE,TRUE,FALSE,2020,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,ZA,ZA,oa_journal_doaj,accepted/published,cc_by,
10.3389/FPLS.2021.618039,FALSE,TRUE,FALSE,2021,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,NZ,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2017.00095,TRUE,TRUE,FALSE,2017,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"IN,AU,PK",AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2018.01586,TRUE,FALSE,FALSE,2018,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"BE,CH",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2019.00525,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,DE,DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2020.607859,FALSE,TRUE,FALSE,2021,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,FR,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2018.00617,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"BD,PL,AU,CA,CN,US","BD,US",oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2017.01658,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"IN,US,MA,PK,AU",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2019.00529,TRUE,TRUE,FALSE,2019,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"BR,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2016.00657,TRUE,FALSE,FALSE,2016,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,CN,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2013.00266,TRUE,FALSE,FALSE,2013,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"US,AU",US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2016.01262,FALSE,TRUE,FALSE,2016,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,FR,FR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2019.01125,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,"PT,ES,GR,IT,TR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FPLS.2017.01446,FALSE,TRUE,FALSE,2017,journal-article,Frontiers in Plant Science,1664-462X,Frontiers Media SA,1965,AU,AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FGENE.2018.00286,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Genetics,1664-8021,Frontiers Media SA,1965,"US,NL",US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FGENE.2018.00391,FALSE,TRUE,FALSE,2018,journal-article,Frontiers in Genetics,1664-8021,Frontiers Media SA,1965,GB,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3389/FGENE.2018.00693,FALSE,TRUE,FALSE,2019,journal-article,Frontiers in Genetics,1664-8021,Frontiers Media SA,1965,"AU,SG",AU,oa_journal_doaj,accepted/published,cc_by,cc_by
