"Please go to the Journal URL, find out when the journal started publishing under an OA model, and add the date in column H.",,,,,,,,,
Journal title,Journal URL,eISSN,URL in DOAJ,pISSN,Publisher,Country,OA Start,Man. Ed,
Estudios de Historia Novohispana,https://novohispana.historicas.unam.mx,2448-6922,https://doaj.org/toc/cc6300003c704a3caaf57885602e34eb,,Universidad Nacional Autónoma de México,Mexico,2010,Alejandra,
Interpretatio. Revista de Hermenéutica,https://revistas-filologicas.unam.mx/interpretatio,2448-864X,https://doaj.org/toc/9f0282ed05e0490693b2b6d7ea85dbfd,2683-1406,Universidad Nacional Autónoma de México,Mexico,2016,Alejandra,
Theoría,http://www.revistas.filos.unam.mx/index.php/theoria,,https://doaj.org/toc/0b020c217dc541aaa80e35ff22c1b03f,1665-6415,Universidad Nacional Autónoma de México (UNAM),Mexico,2009,Alejandra,
Tlalli Revista de Investigación en Geografía,http://www.revistas.filos.unam.mx/index.php/tlalli/,2683-2275,https://doaj.org/toc/12b71d0a3253484f8f1101f192e9bc5d,,Universidad Nacional Autónoma de México (UNAM),Mexico,2019,Alejandra,
Interconectando Saberes,https://is.uv.mx/,2448-8704,https://doaj.org/toc/e4ca436f17d044f08cac5edae638936c,,Universidad Veracruzana,Mexico,2016,Alejandra,
Revista Científica Ciencias de la Salud,http://www.upacifico.edu.py:8040/index.php/PublicacionesUP_Salud,2664-2891,https://doaj.org/toc/2bcecf6ba2094f309a2b19c0494e0d95,,Universidad del Pacífico,Paraguay,2019,Alejandra,
Revista Científica en Ciencias Sociales,http://www.upacifico.edu.py:8040/index.php/PublicacionesUP_Sociales,2708-0412,https://doaj.org/toc/0bc359bacf20483faeb28191c709b510,,Universidad del Pacífico,Paraguay,2019,Alejandra,
Reportes Científicos de la FACEN,http://scielo.iics.una.py/scielo.php?script=sci_serial&pid=2222-145X&lng=es&nrm=iso,2078-399X,https://doaj.org/toc/59db59fe6a384ccdb451dc1147e362da,2222-145X,Universidad Nacional de Asunción,Paraguay,2018,Alejandra,
Boletín de la Academia Peruana de la Lengua,http://revistas.apl.org.pe/index.php/boletinapl/home,2708-2644,https://doaj.org/toc/071316926e76441ea3ce1325559ece64,0567-6002,Academia Peruana de la Lengua (APL),Peru,2020,Alejandra,
Derecho & Sociedad,http://revistas.pucp.edu.pe/index.php/derechoysociedad,2521-599X,https://doaj.org/toc/a5f1d470075c4f9baca51399caf49bdb,2079-3634,Asociación Civil Derecho & Sociedad,Peru,2019,Alejandra,
Revista de Investigación de Física,https://revistasinvestigacion.unmsm.edu.pe/index.php/fisica,1728-2977,https://doaj.org/toc/9cb6d140ad694761835d3c37406d2ec0,1605-7724,Instituto de Investigación de Física,Peru,2016,Alejandra,
Archivos Peruanos de Cardiología y Cirugía Cardiovascular,https://apcyccv.org.pe/index.php/apccc,2708-7212,https://doaj.org/toc/5c338bc5033d4166b2ceceeb474e083c,,Instituto Nacional Cardiovascular - INCOR,Peru,2020,Alejandra,
Revista Peruana de Investigación Materno Perinatal,https://investigacionmaternoperinatal.inmp.gob.pe/,2663-113X,https://doaj.org/toc/399c6f7634934a4d93938010f67d9874,2305-3887,Instituto Nacional Materno Perinatal,Peru,2017,Alejandra,
Revista Kawsaypacha,http://revistas.pucp.edu.pe/index.php/kawsaypacha,2709-3689,https://doaj.org/toc/f3fe1444f3674ff9ace215f7c26f04fe,2523-2894,Pontificia Universidad Católica del Perú,Peru,2017,Alejandra,
South Sustainability,https://revistas.cientifica.edu.pe/index.php/southsustainability,2708-7077,https://doaj.org/toc/86278ca2a9774a6a8af3a2afd0034a94,,Universidad Científica del Sur,Peru,2020,Alejandra,
Innovación y Software,https://revistas.ulasalle.edu.pe/innosoft,2708-0935,https://doaj.org/toc/373d3e5ea0614e519f780b45efa36707,2708-0927,Universidad La Salle,Peru,2020,Alejandra,
Peruvian Journal of Agronomy,https://revistas.lamolina.edu.pe/index.php/jpagronomy/index,2616-4477,https://doaj.org/toc/3fe5da725195458db71ac687a16a9cfd,,Universidad Nacional Agraria La Molina,Peru,2017,Alejandra,
Manglar,https://erp.untumbes.edu.pe/revistas/index.php/manglar/index,2414-1046,https://doaj.org/toc/27100849458b46e8ba4121a182a2c80c,1816-7667,Universidad Nacional de Tumbes,Peru,2019,Alejandra,
Revista de Derecho,http://revistas.unap.edu.pe/rd/,2707-9651,https://doaj.org/toc/b3c9f9a4c9bf423d8ad460c65ce0b5d4,2313-6944,Universidad Nacional del Altiplano de Puno,Peru,2014,Alejandra,
Revista de Investigación en Psicología,https://revistasinvestigacion.unmsm.edu.pe/index.php/psico/index,1609-7475,https://doaj.org/toc/aec5cc44d7d74828bcc8fc1e129590dc,1560-909X,Universidad Nacional Mayor de San Marcos,Peru,2014,Alejandra,
Odontología Sanmarquina,https://revistasinvestigacion.unmsm.edu.pe/index.php/odont/index,1609-8617,https://doaj.org/toc/d4d641142a844cb7af9849641de74e71,1560-9111,Universidad Nacional Mayor de San Marcos,Peru,2018,Alejandra,
Pensamiento Crítico,https://revistasinvestigacion.unmsm.edu.pe/index.php/econo/index,2617-2143,https://doaj.org/toc/7f1cee68e3854aca91d029259e41cffc,1728-502X,Universidad Nacional Mayor de San Marcos,Peru,2004,Alejandra,
Discursos del Sur,https://revistasinvestigacion.unmsm.edu.pe/index.php/discursos/index,2617-2291,https://doaj.org/toc/0f4d30b9b50447f995bee90c6e2c939c,2617-2283,Universidad Nacional Mayor de San Marcos,Peru,2018,Alejandra,
Revista Estomatológica Herediana,https://revistas.upch.edu.pe/index.php/REH,2225-7616,https://doaj.org/toc/a9f4f6937ca84127aa7fa34c0d2bb10f,1019-4355,Universidad Peruana Cayetano Heredia,Peru,2002,Alejandra,
Salud y Tecnología Veterinaria,https://revistas.upch.edu.pe/index.php/STV,2312-3907,https://doaj.org/toc/cb4d6bd2ecdf40ad9bb366453c5ed01b,,Universidad Peruana Cayetano Heredia,Peru,2013,Alejandra,
User Experience & Urban Creativity,http://journals.ap2.pt/index.php/UXUC,2184-8149,https://doaj.org/toc/114344ece9114f44977bed4589c300e2,2184-6189,AP2,Portugal,2019,Alejandra,
Cadernos de Arte Pública,http://journals.ap2.pt/index.php/CAP,2184-8157,https://doaj.org/toc/b8f75fcf918743d184134cf28976d7d4,2184-6197,AP2,Portugal,2019,Alejandra,
Revista Internacional em Língua Portuguesa,https://rilp-aulp.org,2184-2043,https://doaj.org/toc/244ac7eeef7b464783147387c56ed7b3,2182-4452,Associação das Universidades de Língua Portuguesa,Portugal,2016,Alejandra,
Journal of Ibero-Romance Creoles,http://www.acblpe.com/journal,2184-5360,https://doaj.org/toc/5adbe2bad99e4c51bac074aa76e6bf71,,Associação de Crioulos de Base Lexical Portuguesa e Espanhola,Portugal,2015,Alejandra,
Revista Portuguesa de Enfermagem de Reabilitação,https://rper.pt,2184-3023,https://doaj.org/toc/7f375b8384ae4e7785a4e8f02dae5635,,Associação Portuguesa dos Enfermeiros de Reabilitação,Portugal,2018,Alejandra,
Africana Studia,https://ojs.letras.up.pt/index.php/AfricanaStudia,2182-2867,https://doaj.org/toc/7285ff9c8b544f1ea032f4b3dcea43e1,0874-2375,Centro de Estudos Africanos da Universidade do Porto,Portugal,2020,Alejandra,
Journal of Digital Media & Interaction,https://proa.ua.pt/index.php/jdmi/index,2184-3120,https://doaj.org/toc/c7a0fd0783ac45db9bc6ce294bbb1184,,DigiMedia - Digital Media and Interaction Research Center,Portugal,2018,Alejandra,
Interações,https://interacoes-ismt.com,2184-3929,https://doaj.org/toc/69f9b0638b6a4e32bdaaf1dc13114130,0873-0725,Instituto Superior Miguel Torga,Portugal,2001,Alejandra,
New Trends in Qualitative Research,https://publi.ludomedia.org/,2184-7770,https://doaj.org/toc/2e99c145743846a9a6ffbc8df1338f63,,Ludomedia,Portugal,2020,Alejandra,
Revistamultidisciplinar.com,https://revistamultidisciplinar.com/,2184-5492,https://doaj.org/toc/c93659a12c5542ed957dd167be90b483,,"NMd, Núcleo Multidisciplinar, UALG",Portugal,2019,Alejandra,
J2,https://revistas.ponteditora.org/index.php/j2/index,2184-3082,https://doaj.org/toc/569c3be7b68b4fcabf64ce0f0194f4c5,,Ponteditora,Portugal,2018,Alejandra,
Revista da Sociedade Portuguesa de Anestesiologia,https://revistas.rcaap.pt/anestesiologia/,,https://doaj.org/toc/59018bff895243719d343f0d7c130188,0871-6099,Portuguese Society of Anesthesiology,Portugal,2012,Alejandra,
Revista Portuguesa de Psicanálise,https://rppsicanalise.org,2184-0016,https://doaj.org/toc/ae6673d7d50d46989a68dcc39b62da6f,0873-9129,Sociedade Portuguesa de Psicanálise,Portugal,2019,Alejandra,
Revista Portuguesa de Psiquiatria e Saúde Mental,https://www.revistapsiquiatria.pt/index.php/sppsm,2184-5417,https://doaj.org/toc/2e1b9fa98a4c46edae2508da780b2dd6,2184-5522,Sociedade Portuguesa de Psiquiatria e Saúde Mental,Portugal,2015,Alejandra,
Revista Portuguesa de Investigação Educacional,https://revistas.ucp.pt/index.php/investigacaoeducacional/,2182-4614,https://doaj.org/toc/77487004f13740c0a9002f3045b33cb4,1645-4006,Universidade Católica Portuguesa,Portugal,2011,Alejandra,
Ephata,https://revistas.ucp.pt/index.php/ephata/,,https://doaj.org/toc/1a8df7b1d16f4b22a7db3337924557f4,2184-5778,"Universidade Católica Portuguesa, Faculdade de Teologia",Portugal,2019,Alejandra,
Indagatio Didactica,https://proa.ua.pt/index.php/id/,1647-3582,https://doaj.org/toc/86887cb85af24c20a457d427871f547b,,Universidade de Aveiro,Portugal,2015,Alejandra,
2i Revista de Estudos de Identidade e Intermedialidade,https://revistas.uminho.pt/index.php/2i/,2184-7010,https://doaj.org/toc/cc617ba787e44894831cc5f907e6b6ee,,Universidade do Minho,Portugal,2019,Alejandra,
WOW Stories,https://wowlit.org/on-line-publications/stories/,2577-0551,https://doaj.org/toc/1759b72aab7e4e838536e77a57f01f3a,,Worlds of Words: Center of Global Literacies and Literatures,United States,2011,Alejandra,
Cirugía del Uruguay,https://revista.scu.org.uy/index.php/cir_urug/about,1688-1281,https://doaj.org/toc/d393e98225dd44eb8571199f6f8ddbe4,0009-7381,Sociedad de Cirugía del Uruguay,Uruguay,2017,Alejandra,
Agrociencia Uruguay,http://agrocienciauruguay.uy/ojs/index.php/agrociencia,2730-5066,https://doaj.org/toc/1d14fe10876a4da2b6ff1a4a8eef7ebc,,"Universidad de la República, Facultad de Agronomía",Uruguay,2020,Alejandra,
Cuadernos de Investigación Educativa,https://revistas.ort.edu.uy/cuadernos-de-investigacion-educativa/index,1688-9304,https://doaj.org/toc/63502ba0be3043188de144f28e705bd2,1510-2432,Universidad ORT Uruguay,Uruguay,1997,Alejandra,Emailed contact- IP
Anales de Investigación en Arquitectura,https://revistas.ort.edu.uy/anales-de-investigacion-en-arquitectura/index,2301-1513,https://doaj.org/toc/da2f0fd8a54f48adb1316edbcd1b562e,2301-1505,Universidad ORT Uruguay,Uruguay,2011,Alejandra,
中西医结合护理,http://www.zxyjhhl.com.cn/,2618-0219,https://doaj.org/toc/73888a43833644b6970377bec4285d59,2709-1961,Association of Integrative Nursing,China,2021,Cenyu,
Redai dili,http://www.rddl.com.cn/CN/1001-5221/home.shtml,,https://doaj.org/toc/f50a8daa9a8f41129e34a632a6d097af,1001-5221,Editorial Committee of Tropical Geography,China,2021,Cenyu,
Gong-kuang zidonghua,http://www.gkzdh.cn/,,https://doaj.org/toc/a897c5ec45224da0a776d751405c3e05,1671-251X,Editorial Department of Industry and Mine Automation,China,2020,Cenyu,
Advanced Ultrasound in Diagnosis and Therapy,http://www.audt.org,2576-2516,https://doaj.org/toc/5ffce3f6f4ee40d992b2f7830f4e975f,2576-2508,Editorial Office of Advanced Ultrasound in Diagnosis and Therapy,China,2017,Cenyu,
Hangkong bingqi,http://www.aeroweaponry.avic.com/EN/1673-5048/home.shtml,,https://doaj.org/toc/599ff11045b542709e398c2b92e3acd8,1673-5048,Editorial Office of Aero Weaponry,China,2021,Cenyu,
Jisuanji kexue,http://www.jsjkx.com/CN/1002-137X/home.shtml,,https://doaj.org/toc/f2b92e835e044bd09c3dbc5b5b49596c,1002-137X,Editorial office of Computer Science,China,2021,Cenyu,
Di-san junyi daxue xuebao,https://aammt.tmmu.edu.cn/,,https://doaj.org/toc/1bdedef940d145a581446fbb8f9e71e8,1000-5404,Editorial Office of Journal of Third Military Medical University,China,2021,Cenyu,
智慧农业,http://www.smartag.net.cn/EN/2096-8094/home.shtml,,https://doaj.org/toc/9944b5d3b9ef4290b78f37f40a0f270f,2096-8094,Editorial Office of Smart Agriculture,China,2021,Cenyu,
南方能源建设,https://www.energychina.press/indexen.htm,,https://doaj.org/toc/4cde81582e4e48ffbdac164eabff50b3,2095-8676,"Energy Observer Magazine Co., Ltd.",China,2021,Cenyu,
Opto-Electronic Advances,http://www.oejournal.org/oea,,https://doaj.org/toc/0cc8326185dd464c97889e3a9da16a90,2096-4579,"Institue of Optics and Electronics, Chinese Academy of Sciences",China,2021,Cenyu,
Jisuanji kexue yu tansuo,http://fcst.ceaj.org,,https://doaj.org/toc/f00ce11a82d246f5b6b15585110d5add,1673-9418,"Journal of Computer Engineering and Applications Beijing Co., Ltd., Science Press",China,2020,Cenyu,
Advances in Biomarker Sciences and Technology,http://www.keaipublishing.com/en/journals/advances-in-biomarker-sciences-and-technology/,2543-1064,https://doaj.org/toc/a9b6e49545ac4928a447252edd2d87db,,KeAi Communications Co. Ltd.,China,2019,Cenyu,
Sustainable Operations and Computers,http://www.keaipublishing.com/en/journals/sustainable-operations-and-computers/,2666-4127,https://doaj.org/toc/0b3822485b4945b894c17c0cf9737cbd,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Artificial Intelligence in Geosciences,http://www.keaipublishing.com/en/journals/artificial-intelligence-in-geosciences/,2666-5441,https://doaj.org/toc/7bd670a518ce4c939795a32d0ae1b73f,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Green Synthesis and Catalysis,http://www.keaipublishing.com/en/journals/green-synthesis-and-catalysis/,2666-5549,https://doaj.org/toc/f04f6a825cef40f98f4d236a5c938b71,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Energetic Materials Frontiers,http://www.keaipublishing.com/en/journals/energetic-materials-frontiers/,2666-6472,https://doaj.org/toc/42416f12948e4309ac3c34570908ace7,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
AI Open,http://www.keaipublishing.com/en/journals/ai-open/,2666-6510,https://doaj.org/toc/029b1d87b5fa46d8b17d5c6f21b986fc,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Regional Sustainability,http://www.keaipublishing.com/en/journals/regional-sustainability/,2666-660X,https://doaj.org/toc/45b78a06db7949169fcad42c633db928,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Materials Reports: Energy,http://www.keaipublishing.com/en/journals/materials-reports-energy/,2666-9358,https://doaj.org/toc/223d2f9eec3a492396878e50c091c978,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
Green Chemical Engineering,http://www.keaipublishing.com/en/journals/green-chemical-engineering/,2666-9528,https://doaj.org/toc/88d577d3e47b4c9d8bfdd2d28b7dc5a8,,KeAi Communications Co. Ltd.,China,2020,Cenyu,
Reproduction and Breeding,http://www.keaipublishing.com/en/journals/reproduction-and-breeding/,2667-0712,https://doaj.org/toc/84e38482bc08419b962a479d2771bd5c,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
FirePhysChem,http://www.keaipublishing.com/en/journals/firephyschem/,2667-1344,https://doaj.org/toc/deb92f02fd9447c49e6ceb9d4654f510,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
Journal of Pipeline Science and Engineering,http://www.keaipublishing.com/en/journals/journal-of-pipeline-science-and-engineering/,2667-1433,https://doaj.org/toc/a7f5fc295a994db2ae593587e36baa8b,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
Gynecology and Obstetrics Clinical Medicine,http://www.keaipublishing.com/en/journals/gynecology-and-obstetrics-clinical-medicine/,2667-1646,https://doaj.org/toc/13da7a077d11490b92a6b5696f7d1a36,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
Fundamental Research,http://www.keaipublishing.com/en/journals/fundamental-research/,2667-3258,https://doaj.org/toc/a67e53ec6ef34b94a4380d38e4484a97,,KeAi Communications Co. Ltd.,China,2021,Cenyu,
International Journal of Cognitive Computing in Engineering,http://www.keaipublishing.com/en/journals/international-journal-of-cognitive-computing-in-engineering/,2666-3074,https://doaj.org/toc/a1150ebe250e4b9f9ba2ca8ac9925f8f,,"KeAi Communications Co., Ltd.",China,2020,Cenyu,
Zhongguo youliao zuowu xuebao,http://www.jouroilcrops.cn,,https://doaj.org/toc/00e57bd7d269470daf5cc6d58c8fb3f7,1007-9084,"Oil Crops Research Institute, Chinese Academy of Agricultural Sciences",China,2021,Cenyu,
Exploration of Medicine,https://www.explorationpub.com/Journals/em,2692-3106,https://doaj.org/toc/350679abaf534867a84e7f233d47eab1,,Open Exploration Publishing Inc.,China,2020,Cenyu,
Exploration of Targeted Anti-tumor Therapy,https://www.explorationpub.com/Journals/etat,2692-3114,https://doaj.org/toc/640a6ed48c914af580ee151ca39feb4b,,Open Exploration Publishing Inc.,China,2020,Cenyu,
Zuowu xuebao,http://zwxb.chinacrops.org/,,https://doaj.org/toc/ad67097076cf461eaeaacc94084643c1,0496-3490,"Science Press, PR China",China,2021,Cenyu,
International Journal of Chinese Language Teaching,https://www.clt-international.org/home/,2708-9517,https://doaj.org/toc/32f7e00f99e44eac85fe792a2d8a2359,,Clifford Media International,Hong Kong,2020,Cenyu,
Hong Kong Journal of Radiology,https://www.hkjr.org,2307-4620,https://doaj.org/toc/eec73f913b05461a98a7f67123f9e7a8,2223-6619,Hong Kong Academy of Medicine Press,Hong Kong,2018,Cenyu,
APN Science Bulletin,https://www.apn-gcr.org/bulletin,2522-7971,https://doaj.org/toc/41ec8b90091e415b8172f56d01b2242b,,Asia-Pacific Network for Global Change Research,Japan,2019,Cenyu,
Annals of Business Administrative Science,http://www.gbrc.jp/journal/abas/index.html,1347-4456,https://doaj.org/toc/6fdb649cf9504581b0af86a04f18ad45,1347-4464,Global Business Research Center,Japan,2002,Cenyu,
Journal of Oleo Science,https://jocs.jp/jos/,1347-3352,https://doaj.org/toc/6fcbe1b2c0484d6198c3d65791357b71,1345-8957,Japan Oil Chemists' Society,Japan,2021,Cenyu,
The Journal of Poultry Science,https://jpn-psa.jp/en/jps-en/,1349-0486,https://doaj.org/toc/361d86ab7fe84cbc943c4d50dbefdab4,1346-7395,Japan Poultry Science Association,Japan,2020,Cenyu,
Journal of Physical Fitness and Sports Medicine,http://www.jspfsm.umin.ne.jp/JPFSM/index.html,2186-8123,https://doaj.org/toc/5a4882d028544c9fb3a650dd026a4a22,2186-8131,Japanese Society of Physical Fitness and Sports Medicine,Japan,2019,Cenyu,
Tribology Online,https://www.tribology.jp/trol/,1881-2198,https://doaj.org/toc/53d8ba81b121461b868e19ab8b3fd4ba,1881-218X,Japanese Society of Tribologists,Japan,2017,Cenyu,
Tokyo Women's Medical University Journal,http://www.twmu.ac.jp/gakkai/jtwmu/info.html,2432-6186,https://doaj.org/toc/d41a545fda1042b0a7c6dad0e2b8d1c0,,Society of Tokyo Women's Medical University,Japan,2019,Cenyu,annual publication
Electrochemistry,https://journal.electrochem.jp/,2186-2451,https://doaj.org/toc/da7504fae3224f28acfdb886080236a4,,The Electrochemical Society of Japan,Japan,2020,Cenyu,
Genes & Genetic Systems,https://gsj3.org/ggs/index.html,1880-5779,https://doaj.org/toc/ac2d514d2a284b0b914b7031fec2bb6d,1341-7568,The Genetics Society of Japan,Japan,2012,Cenyu,
ISIJ International,https://www.isijint.net/,1347-5460,https://doaj.org/toc/8579a8b698f94297a685f42a396c5247,0915-1559,The Iron and Steel Institute of Japan,Japan,2012,Cenyu,
Neurologia Medico-Chirurgica,http://jns.umin.ac.jp/nmc-english/index.html,1349-8029,https://doaj.org/toc/be519115244b4e6fa0255714192487e2,0470-8105,The Japan Neurosurgical Society,Japan,2000,Cenyu,
Journal of Clinical and Experimental Hematopathology,https://www.jsltr.org/eng/AIMS%20AND%20SCOPE.html,1880-9952,https://doaj.org/toc/56b0095e3a5f4facb6714bf27d2f136d,,The Japanese Society for Lymphoreticular Tissue Research,Japan,2019,Cenyu,
JNET,http://www.jnet-ejournal.org/en/,2186-2494,https://doaj.org/toc/b843926d44fe4e739704331c3b5fd8f9,1882-4072,The Japanese Society for Neuroendovascular Therapy,Japan,2016,Cenyu,
No Kekkannai Chiryo,http://www.jnet-ejournal.org/post/nokekkan.html,2424-1709,https://doaj.org/toc/b3463bd06aa54103873966672e2bea95,2423-9119,The Japanese Society for Neuroendovascular Therapy,Japan,2007,Cenyu,
Nihon Kekkan Geka Gakkai Zasshi,http://www.jsvs.org/ja/publication/,1881-767X,https://doaj.org/toc/defaa17f0a6543408d47201c519fc2c9,,The Japanese Society for Vascular Surgery,Japan,2017,Cenyu,
